gesture,maximum_e1,standard_deviation_e1,root_mean_square_e1,zero_crossings_e1,wave_form_length_e1,willison_amplitude_e1,criterios_cumplidos,gb_score_esperado,gb_score_asignado,validacion
index_finger,0.2204718854251706,0.0951707637922067,0.0850931760379548,0.4351851851851852,0.0675412682982077,0.2307692307692307,5,3,3,✔️
index_finger,0.1496084419314849,0.1245566346623507,0.1149148766264704,0.3981481481481481,0.0803714854699725,0.2307692307692307,5,3,3,✔️
index_finger,0.1102409820699664,0.0873220157218691,0.0773928156812218,0.4629629629629629,0.0612007210744386,0.1538461538461538,5,3,3,✔️
index_finger,0.1181124582993176,0.0854248781270245,0.0748998449862098,0.4351851851851852,0.0673940332034015,0.1538461538461538,5,3,3,✔️
index_finger,0.0708664671081143,0.0927729926653894,0.0833786295707258,0.3148148148148147,0.0629694298415335,0.1538461538461538,5,3,3,✔️
index_finger,0.1023594271258529,0.108177354698528,0.0979237546889993,0.4814814814814814,0.0769794154011684,0.1538461538461538,5,3,3,✔️
index_finger,0.1574799181608361,0.0821312364693083,0.0726652306081774,0.4444444444444444,0.0663614999103376,0.1538461538461538,5,3,3,✔️
index_finger,0.2047289329664681,0.1341806555861974,0.1240647165797649,0.5092592592592592,0.0926127622625126,0.2307692307692307,5,3,3,✔️
index_finger,0.1889759017930033,0.0752837554629164,0.0657600708634469,0.3333333333333333,0.0449784338338697,0.2307692307692307,5,3,3,✔️
index_finger,0.078739959080418,0.0746744317562389,0.0650151994041028,0.3981481481481481,0.0607590157900201,0.0769230769230769,5,3,3,✔️
index_finger,0.2913353289188563,0.13273474689846,0.122628658090579,0.3611111111111111,0.0724075769444942,0.1538461538461538,5,3,3,✔️
index_finger,0.0866144589241979,0.0595170928474289,0.0502553365678202,0.3611111111111111,0.0555963493247005,0.0,5,3,3,✔️
index_finger,0.2440963928279865,0.0984084135417418,0.0885826639556029,0.3333333333333333,0.0651817315224675,0.1538461538461538,5,3,3,✔️
index_finger,0.1889759017930033,0.0776420028898411,0.0671256685389111,0.4537037037037036,0.0548601738506696,0.1538461538461538,5,3,3,✔️
index_finger,0.1496084419314849,0.0787387855618607,0.0692160060126561,0.5277777777777778,0.0713769312808509,0.1538461538461538,5,3,3,✔️
index_finger,0.2362249165986353,0.1109308391243787,0.1010877807527899,0.324074074074074,0.0713769312808509,0.2307692307692307,5,3,3,✔️
index_finger,0.1181124582993176,0.1160261027688657,0.1055939175541373,0.5092592592592592,0.0796353099959416,0.1538461538461538,5,3,3,✔️
index_finger,0.1889759017930033,0.1182064935462738,0.1079057032995792,0.5462962962962963,0.1064736250979207,0.2307692307692307,5,3,3,✔️
index_finger,0.1259839345286689,0.1443909447251176,0.1339258752239647,0.5092592592592592,0.1033779128481496,0.3846153846153846,4,2,2,✔️
index_finger,0.1732329493343009,0.1279359110031675,0.1178910071870029,0.5185185185185185,0.107800628580597,0.1538461538461538,5,3,3,✔️
index_finger,0.0708664671081143,0.0907836331041288,0.0803454593038471,0.5555555555555556,0.0920219342538672,0.0,5,3,3,✔️
index_finger,0.1259839345286689,0.1063526772201532,0.0964440776008428,0.5833333333333333,0.09703547799496,0.3076923076923077,4,2,2,✔️
index_finger,0.1732329493343009,0.0888370908844185,0.0792952576517088,0.4166666666666666,0.0712278085566241,0.1538461538461538,5,3,3,✔️
index_finger,0.0551184752920307,0.0840547231974146,0.074487145934411,0.4259259259259259,0.063707492944985,0.2307692307692307,5,3,3,✔️
index_finger,0.3385843437244882,0.1607109391391013,0.1506083116917977,0.4907407407407407,0.1175351335025907,0.2307692307692307,4,2,2,✔️
index_finger,0.0944879508965016,0.0906947047793705,0.0800501949415846,0.5092592592592592,0.0799297801855539,0.3076923076923077,4,2,2,✔️
index_finger,0.2126004091958193,0.1087306864970243,0.0991685623980834,0.3796296296296296,0.0803714854699725,0.2307692307692307,5,3,3,✔️
index_finger,0.0551184752920307,0.0691872247544837,0.0609184063777102,0.5185185185185185,0.0679848612120468,0.0,5,3,3,✔️
index_finger,0.2126004091958193,0.1219283086194931,0.1111167032391842,0.5648148148148148,0.1010183760724094,0.1538461538461538,5,3,3,✔️
index_finger,0.1023594271258529,0.0951048909590524,0.0856602178245727,0.611111111111111,0.0881881589006446,0.1538461538461538,5,3,3,✔️
index_finger,0.1023594271258529,0.0944099325692743,0.0842577121038256,0.5555555555555556,0.0923164044434796,0.1538461538461538,5,3,3,✔️
index_finger,0.1968473780223546,0.1594362998175652,0.149068239620451,0.5185185185185185,0.1193038422696856,0.3846153846153846,4,2,2,✔️
index_finger,0.1259839345286689,0.1011816598175388,0.0916158342224817,0.5833333333333333,0.0943814710296074,0.1538461538461538,5,3,3,✔️
index_finger,0.1259839345286689,0.1247575468034713,0.1143075715177259,0.6481481481481481,0.1215161439506196,0.2307692307692307,5,3,3,✔️
index_finger,0.1574799181608361,0.1289832890503212,0.1185150886799669,0.5092592592592592,0.1024926146498919,0.3076923076923077,4,2,2,✔️
index_finger,0.2913353289188563,0.1282586878856237,0.118323837899865,0.537037037037037,0.1132577652355289,0.2307692307692307,5,3,3,✔️
index_finger,0.1023594271258529,0.1010334459429416,0.091293727645468,0.7407407407407407,0.1064736250979207,0.2307692307692307,5,3,3,✔️
index_finger,0.1417369657021336,0.0981976204756479,0.0881598990732725,0.6203703703703703,0.0946759412192198,0.1538461538461538,5,3,3,✔️
index_finger,0.1417369657021336,0.1042447465592149,0.0941591340701521,0.5740740740740741,0.1027870848395043,0.1538461538461538,5,3,3,✔️
index_finger,0.1259839345286689,0.1234170346487809,0.1136331608721035,0.5925925925925926,0.110309288080564,0.1538461538461538,5,3,3,✔️
index_finger,0.1259839345286689,0.1060233130543816,0.0963769720639649,0.5648148148148148,0.1002803129689579,0.1538461538461538,5,3,3,✔️
index_finger,0.2283433616545218,0.1196524022340113,0.1104758453620008,0.6944444444444444,0.1184185440714279,0.1538461538461538,5,3,3,✔️
index_finger,0.1102409820699664,0.1129136114023239,0.1030439071527791,0.6574074074074073,0.1136994705199475,0.3076923076923077,4,2,2,✔️
index_finger,0.0944879508965016,0.1082399338900246,0.0986417839335923,0.5740740740740741,0.1039668532273744,0.2307692307692307,5,3,3,✔️
index_finger,0.1023594271258529,0.0839987312892334,0.0742355001711191,0.4444444444444444,0.0768321803063622,0.0769230769230769,5,3,3,✔️
index_finger,0.1338554107580201,0.089956929048042,0.0797918386246049,0.611111111111111,0.0887770992798693,0.1538461538461538,5,3,3,✔️
index_finger,0.1496084419314849,0.1256995283175782,0.1151430354518551,0.6296296296296295,0.1024926146498919,0.1538461538461538,5,3,3,✔️
index_finger,0.1023594271258529,0.0747995901392321,0.0650823049409806,0.4907407407407407,0.0793389521769086,0.0769230769230769,5,3,3,✔️
index_finger,0.0866144589241979,0.1014879684917064,0.0915252417476966,0.5462962962962963,0.0957084745122837,0.2307692307692307,5,3,3,✔️
index_finger,0.0866144589241979,0.1029503453877324,0.093008274112697,0.6388888888888888,0.0936434079261559,0.1538461538461538,5,3,3,✔️
index_finger,0.1574799181608361,0.1428165840127293,0.1330065293687382,0.6759259259259259,0.135084424225836,0.2307692307692307,5,3,3,✔️
index_finger,0.1496084419314849,0.1134438877092162,0.1028794985874284,0.537037037037037,0.1023453795550857,0.1538461538461538,5,3,3,✔️
index_finger,0.1417369657021336,0.082506711618288,0.0731282588126346,0.537037037037037,0.0821420818664879,0.1538461538461538,5,3,3,✔️
index_finger,0.1338554107580201,0.1079402124991724,0.0980948738080378,0.5925925925925926,0.0896623974781271,0.1538461538461538,5,3,3,✔️
index_finger,0.1732329493343009,0.138014454475779,0.1278863769049584,0.537037037037037,0.0930544675469312,0.2307692307692307,5,3,3,✔️
index_finger,0.2204718854251706,0.1239901282972235,0.1138646749743321,0.4351851851851852,0.0974790709087991,0.2307692307692307,5,3,3,✔️
index_finger,0.1889759017930033,0.1306926890706759,0.1207396372274676,0.4629629629629629,0.0965937727105414,0.3076923076923077,4,2,2,✔️
index_finger,0.1417369657021336,0.1041327627428525,0.0938068300015434,0.5648148148148148,0.0961520674261229,0.0769230769230769,5,3,3,✔️
index_finger,0.2519678690573378,0.1583526917121765,0.1483099470537313,0.4629629629629629,0.1142902985285928,0.1538461538461538,5,3,3,✔️
index_finger,0.1181124582993176,0.1064119627699921,0.0969272374663633,0.611111111111111,0.1002803129689579,0.0769230769230769,5,3,3,✔️
index_finger,0.1259839345286689,0.1129103177606662,0.1035404881256752,0.5740740740740741,0.1038196181325682,0.0769230769230769,5,3,3,✔️
index_finger,0.2204718854251706,0.1338084740788755,0.1239808346586676,0.6574074074074073,0.1225486772436835,0.2307692307692307,5,3,3,✔️
index_finger,0.0866144589241979,0.0762685543185735,0.0673034982116374,0.5833333333333333,0.0793389521769086,0.0,5,3,3,✔️
index_finger,0.1811044255636521,0.1218229120864462,0.1118615746985283,0.7222222222222222,0.1241701509159722,0.2307692307692307,5,3,3,✔️
index_finger,0.0629919672643344,0.073594117292508,0.0634617062253806,0.5648148148148148,0.0727039347635272,0.0,5,3,3,✔️
index_finger,0.1496084419314849,0.1372503296111889,0.1268898596823223,0.7037037037037037,0.1254971543986484,0.5384615384615385,4,2,2,✔️
index_finger,0.1102409820699664,0.1032895904784772,0.0940886732564303,0.6018518518518519,0.1002803129689579,0.0769230769230769,5,3,3,✔️
index_finger,0.1417369657021336,0.1082596957399709,0.0980445446553795,0.611111111111111,0.1069172180117599,0.1538461538461538,5,3,3,✔️
index_finger,0.1338554107580201,0.1339698625201036,0.1238231366470047,0.7685185185185185,0.1291855822864855,0.1538461538461538,5,3,3,✔️
index_finger,0.1811044255636521,0.104719030957926,0.0945449909071997,0.5,0.0949722990382528,0.1538461538461538,5,3,3,✔️
index_finger,0.1417369657021336,0.1009543985431564,0.0913474120749703,0.6851851851851851,0.1083914565892424,0.0769230769230769,5,3,3,✔️
index_finger,0.1968473780223546,0.1264109549156449,0.1169045557948986,0.4722222222222222,0.1045576812360197,0.1538461538461538,5,3,3,✔️
index_finger,0.1338554107580201,0.0968472273959843,0.0871398949127292,0.5648148148148148,0.0898096325729332,0.2307692307692307,5,3,3,✔️
index_finger,0.1023594271258529,0.1160886819603623,0.1070098443822599,0.4907407407407407,0.088482629090257,0.2307692307692307,5,3,3,✔️
index_finger,0.0866144589241979,0.0765979184843451,0.0674578409464564,0.5555555555555556,0.0805187205647787,0.0,5,3,3,✔️
index_finger,0.1496084419314849,0.1011948343841697,0.0909850421758299,0.6296296296296295,0.1033779128481496,0.1538461538461538,5,3,3,✔️
index_finger,0.1259839345286689,0.1320661376419436,0.1211758232171736,0.6851851851851851,0.1285947542778401,0.1538461538461538,5,3,3,✔️
index_finger,0.3543272961831907,0.1550886928293798,0.1446560505707325,0.6388888888888888,0.1250554491142299,0.3076923076923077,3,2,2,✔️
index_finger,0.1574799181608361,0.1303369757716426,0.1201390426724108,0.6203703703703703,0.1272677507951639,0.3076923076923077,4,2,2,✔️
index_finger,0.1338554107580201,0.1081674737735549,0.098403559277676,0.6388888888888888,0.1049993865204383,0.1538461538461538,5,3,3,✔️
index_finger,0.1968473780223546,0.0950554863341867,0.0849790966252625,0.5555555555555556,0.0880409238058384,0.2307692307692307,5,3,3,✔️
index_finger,0.2440963928279865,0.1224322357931237,0.1120628913091618,0.6296296296296295,0.1134050003303351,0.3846153846153846,4,2,2,✔️
index_finger,0.1496084419314849,0.1122812322040424,0.1025842342251659,0.5462962962962963,0.1032306777533434,0.0769230769230769,5,3,3,✔️
index_finger,0.1732329493343009,0.1273232936548323,0.1175051503499553,0.4537037037037036,0.0856813870300982,0.1538461538461538,5,3,3,✔️
index_finger,0.3149598363216722,0.1619954593856107,0.1517457505418772,0.5740740740740741,0.1271205157003577,0.2307692307692307,4,2,2,✔️
index_finger,0.1102409820699664,0.105624782413798,0.0965145384145645,0.5462962962962963,0.0995422498655064,0.0769230769230769,5,3,3,✔️
index_finger,0.1889759017930033,0.1142574171986721,0.1039498319006301,0.611111111111111,0.1038196181325682,0.2307692307692307,5,3,3,✔️
